id	location	county	state	name	url	timezone	starttime	category	subcategory	free?
32488169991	Stockton	San Joaquin	CA	"Stroke Support 2017 including Brain Aneurysms, AVM and Young Stroke "	https://www.eventbrite.com/e/stroke-support-2017-including-brain-aneurysms-avm-and-young-stroke-tickets-32488169991?aff=ebapi	America/Los_Angeles	2017-12-15T01:30:00Z	107		TRUE
38593819152	Stockton	San Joaquin	CA	Christmas Garland & Wreath Making	https://www.eventbrite.com/e/christmas-garland-wreath-making-tickets-38593819152?aff=ebapi	America/Los_Angeles	2017-12-03T22:00:00Z	116	16006	FALSE
39237167424	Stockton	San Joaquin	CA	SRFC Winter Break Camp - Stockton	https://www.eventbrite.com/e/srfc-winter-break-camp-stockton-tickets-39237167424?aff=ebapi	America/Los_Angeles	2018-01-02T17:00:00Z	108	8009	FALSE
40189771689	Stockton	San Joaquin	CA	EVs Made EZ Workshop	https://www.eventbrite.com/e/evs-made-ez-workshop-tickets-40189771689?aff=ebapi	America/Los_Angeles	2018-01-23T17:30:00Z	102		FALSE
40821449053	Stockton	San Joaquin	CA	Christmas Beginner Cookie Decorating Class	https://www.eventbrite.com/e/christmas-beginner-cookie-decorating-class-tickets-40821449053?aff=ebapi	America/Los_Angeles	2017-12-16T19:00:00Z	110	10999	FALSE
28873420177	Stockton	San Joaquin	CA	"Stockton, CA - Amateur Radio Study and FCC Examination Session"	https://www.eventbrite.com/e/stockton-ca-amateur-radio-study-and-fcc-examination-session-tickets-28873420177?aff=ebapi	America/Los_Angeles	2017-12-09T16:00:00Z	102	2999	FALSE
39305452667	Stockton	San Joaquin	CA	Community Class on Getting Started with Bitcoin	https://www.eventbrite.com/e/community-class-on-getting-started-with-bitcoin-tickets-39305452667?aff=ebapi	America/Los_Angeles	2017-12-06T01:00:00Z	113	13999	TRUE
40918189406	Stockton	San Joaquin	CA	December PAF Coaches Luncheon	https://www.eventbrite.com/e/december-paf-coaches-luncheon-tickets-40918189406?aff=ebapi	America/Los_Angeles	2017-12-12T19:45:00Z	108		TRUE
38685683922	Stockton	San Joaquin	CA	"Oh, Your life's destiny! 10 or 15 minute personalized reading [Stockton]"	https://www.eventbrite.ca/e/oh-your-lifes-destiny-10-or-15-minute-personalized-reading-stockton-tickets-38685683922?aff=ebapi	America/Los_Angeles	2017-12-04T03:00:00Z	107		TRUE
39150338717	Stockton	San Joaquin	CA	San Joaquin Gospel Justice Center	https://www.eventbrite.com/e/san-joaquin-gospel-justice-center-tickets-39150338717?aff=ebapi	America/Los_Angeles	2017-12-01T03:00:00Z	111		TRUE
39975056470	Stockton	San Joaquin	CA	4th Annual Western Crab Feed	https://www.eventbrite.com/e/4th-annual-western-crab-feed-tickets-39975056470?aff=ebapi	America/Los_Angeles	2018-01-21T02:00:00Z	113	13999	FALSE
40041009738	Stockton	San Joaquin	CA	"The 2018 Martin Luther King, Jr. Drum Major for Justice Award Brunch"	https://www.eventbrite.com/e/the-2018-martin-luther-king-jr-drum-major-for-justice-award-brunch-tickets-40041009738?aff=ebapi	America/Los_Angeles	2018-01-15T19:00:00Z	111	11004	FALSE
40721270416	Stockton	San Joaquin	CA	New Years Eve with Marquis Entertainment	https://www.eventbrite.com/e/new-years-eve-with-marquis-entertainment-tickets-40721270416?aff=ebapi	America/Los_Angeles	2018-01-01T04:00:00Z	103	3013	TRUE
40777573821	Stockton	San Joaquin	CA	Poshmark’s Golden Birthday Celebration 	https://www.eventbrite.com/e/poshmarks-golden-birthday-celebration-tickets-40777573821?aff=ebapi	America/Los_Angeles	2017-12-07T01:30:00Z	106	6001	FALSE
40928359826	Stockton	San Joaquin	CA	A Christmas Retrospective - Stockton	https://www.eventbrite.com/e/a-christmas-retrospective-stockton-tickets-40928359826?aff=ebapi	America/Los_Angeles	2017-12-22T03:00:00Z	103	3003	TRUE
39760230921	Abilene	Taylor	TX	Handel's Messiah	https://www.eventbrite.com/e/handels-messiah-tickets-39760230921?aff=ebapi	America/Chicago	2017-12-18T01:30:00Z	103	3003	FALSE
39780227732	Abilene	Taylor	TX	Mental Health First Aid - Adult Curriculum	https://www.eventbrite.com/e/mental-health-first-aid-adult-curriculum-tickets-39780227732?aff=ebapi	America/Chicago	2018-01-17T14:00:00Z	107		TRUE
39629701504	Abilene	Taylor	TX	Coffee Pairing 	https://www.eventbrite.com/e/coffee-pairing-tickets-39629701504?aff=ebapi	America/Chicago	2017-12-02T01:00:00Z	110		FALSE
40721786961	Abilene	Taylor	TX	NAMI Smarts for Advocacy	https://www.eventbrite.com/e/nami-smarts-for-advocacy-tickets-40721786961?aff=ebapi	America/Chicago	2018-01-11T15:00:00Z	111	11003	TRUE
40090805679	Abilene	Taylor	TX	Vision Board Party 	https://www.eventbrite.com/e/vision-board-party-tickets-40090805679?aff=ebapi	America/Chicago	2017-12-30T16:00:00Z	116		FALSE
39709221350	Fontana	San Bernardino	CA	Free Training for Small & Mid-Size Manufacturers	https://www.eventbrite.com/e/free-training-for-small-mid-size-manufacturers-tickets-39709221350?aff=ebapi	America/Los_Angeles	2017-12-09T16:00:00Z	102		TRUE
39526866923	Fontana	San Bernardino	CA	Create the Vision Purpose Party with Sip and Paint	https://www.eventbrite.com/e/create-the-vision-purpose-party-with-sip-and-paint-tickets-39526866923?aff=ebapi	America/Los_Angeles	2017-12-09T21:00:00Z	116	16999	FALSE
38997950921	Fontana	San Bernardino	CA	Port Chicago 50 Rialto Event	https://www.eventbrite.com/e/port-chicago-50-rialto-event-tickets-38997950921?aff=ebapi	America/Los_Angeles	2017-12-02T04:00:00Z	113	13003	FALSE
40111696163	Fontana	San Bernardino	CA	"Tour of Riverside Historic Sites (Saturday, January 27, 2018)"	https://www.eventbrite.com/e/tour-of-riverside-historic-sites-saturday-january-27-2018-tickets-40111696163?aff=ebapi	America/Los_Angeles	2018-01-27T18:00:00Z	113	13010	FALSE
39480660719	Fontana	San Bernardino	CA	SHOW TIME at the MUI 	https://www.eventbrite.com/e/show-time-at-the-mui-tickets-39480660719?aff=ebapi	America/Los_Angeles	2017-12-17T01:30:00Z	111	11008	FALSE
38686511397	Fontana	San Bernardino	CA	"Oh, Your life's destiny. 10 or 15 minute personalized reading [Fontana]"	https://www.eventbrite.ca/e/oh-your-lifes-destiny-10-or-15-minute-personalized-reading-fontana-tickets-38686511397?aff=ebapi	America/Los_Angeles	2017-12-04T03:00:00Z	107		TRUE
38978950089	Fontana	San Bernardino	CA	USA Summit Regional - Sat. Jan. 6	https://www.eventbrite.com/e/usa-summit-regional-sat-jan-6-tickets-38978950089?aff=ebapi	America/Los_Angeles	2018-01-06T16:00:00Z	108	8024	FALSE
39896196598	Fontana	San Bernardino	CA	"O, your Archetype Personality - Personal Destiny Development [Rialto]"	https://www.eventbrite.ca/e/o-your-archetype-personality-personal-destiny-development-rialto-tickets-39896196598?aff=ebapi	America/Los_Angeles	2017-12-04T03:00:00Z	107		TRUE
29787357789	Laredo	Webb	TX	Lactation Counseling and Problem Solving	https://www.eventbrite.com/e/lactation-counseling-and-problem-solving-registration-29787357789?aff=ebapi	America/Chicago	2017-12-05T14:00:00Z	107	7999	FALSE
39023788201	Laredo	Webb	TX	2017 CrossFit Laredo Winter Games	https://www.eventbrite.com/e/2017-crossfit-laredo-winter-games-tickets-39023788201?aff=ebapi	America/Chicago	2017-12-16T15:00:00Z	108	8020	FALSE
40859428651	Laredo	Webb	TX	"Special Screening of Documentary Film ""CRAZYWISE"""	https://www.eventbrite.com/e/special-screening-of-documentary-film-crazywise-tickets-40859428651?aff=ebapi	America/Chicago	2017-12-18T23:45:00Z	107	7002	TRUE
39990158641	Laredo	Webb	TX	The Spanish Nutcracker	https://www.eventbrite.com/e/the-spanish-nutcracker-tickets-39990158641?aff=ebapi	America/Chicago	2017-12-16T01:30:00Z	105	5004	FALSE
40734406707	Laredo	Webb	TX	Yerma (en Espanol)	https://www.eventbrite.com/e/yerma-en-espanol-tickets-40734406707?aff=ebapi	America/Chicago	2018-01-12T02:00:00Z	105	5001	FALSE
40849436765	Laredo	Webb	TX	"""Por Amor a Zacatecas"" Migrantes Unidos en Caravana"	https://www.eventbrite.com/e/entradas-por-amor-a-zacatecas-migrantes-unidos-en-caravana-40849436765?aff=ebapi	America/Mexico_City	2018-01-13T12:00:00Z	113		TRUE
18810890881	Laredo	Webb	TX	Laredo Fashion Week: Model Review	https://www.eventbrite.com/e/laredo-fashion-week-model-review-tickets-18810890881?aff=ebapi	America/Chicago	2018-01-19T17:00:00Z	106	6001	FALSE
40796224606	Laredo	Webb	TX	CPR Class	https://www.eventbrite.com/e/cpr-class-tickets-40796224606?aff=ebapi	America/Chicago	2017-12-22T15:00:00Z	107	7999	FALSE
40846370594	Laredo	Webb	TX	Doctors Hospital - Cardiac Support Group (2018)	https://www.eventbrite.com/e/doctors-hospital-cardiac-support-group-2018-registration-40846370594?aff=ebapi	America/Chicago	2018-01-12T00:00:00Z	107	7003	TRUE
39337189593	Beaumont	Jefferson	TX	Parkdale Mall - 12/3 Santa Cares	https://www.eventbrite.com/e/parkdale-mall-123-santa-cares-tickets-39337189593?aff=ebapi	America/Chicago	2017-12-03T15:00:00Z	116	16006	TRUE
35936043674	Beaumont	Jefferson	TX	New Year's Eve Jazz Resolution	https://www.eventbrite.com/e/new-years-eve-jazz-resolution-tickets-35936043674?aff=ebapi	America/Chicago	2018-01-01T01:30:00Z	111	11999	FALSE
35739053471	Beaumont	Jefferson	TX	Poetry Extravaganza 'Eargasms & Eruptions' 	https://www.eventbrite.com/e/poetry-extravaganza-eargasms-eruptions-tickets-35739053471?aff=ebapi	America/Chicago	2017-12-11T00:00:13Z	105		FALSE
39918166310	Beaumont	Jefferson	TX	Goodtimes 13th Annual Christmas Show	https://www.eventbrite.ca/e/goodtimes-13th-annual-christmas-show-tickets-39918166310?aff=ebapi	America/New_York	2017-12-17T19:00:00Z	116		FALSE
39693164323	Beaumont	Jefferson	TX	The Naughty List - Male Revue -- Holiday Hangover 	https://www.eventbrite.com/e/the-naughty-list-male-revue-holiday-hangover-tickets-39693164323?aff=ebapi	America/Chicago	2017-12-29T03:00:00Z	104	4006	FALSE
40062354581	Beaumont	Jefferson	TX	The LU Grammy's	https://www.eventbrite.com/e/the-lu-grammys-tickets-40062354581?aff=ebapi	America/Chicago	2017-12-08T00:00:00Z	104		FALSE
37765724298	Carolina	Carolina	PR	"Taller de AUTO MAQUILLAJE Enamórate de Ti ""PRIVATE SOIRÉE"""	https://www.eventbrite.com/e/taller-de-auto-maquillaje-enamorate-de-ti-private-soiree-tickets-37765724298?aff=ebapi	America/Puerto_Rico	2017-12-16T06:45:00Z	106	6004	FALSE
25816202958	Carolina	Carolina	PR	Saturday Yoga @ lululemon athletica San Juan	https://www.eventbrite.ca/e/saturday-yoga-lululemon-athletica-san-juan-tickets-25816202958?aff=ebapi	America/Puerto_Rico	2017-12-02T12:45:00Z	108		TRUE
33298752465	Carolina	Carolina	PR	¡Descorche su Región! | Ikebana Carolina	https://www.eventbrite.com/e/descorche-su-region-ikebana-carolina-tickets-33298752465?aff=ebapi	America/Puerto_Rico	2017-12-04T16:00:00Z	110	10002	TRUE
33299737411	Carolina	Carolina	PR	Visa Dining Program | Ikebana Carolina	https://www.eventbrite.com/e/visa-dining-program-ikebana-carolina-tickets-33299737411?aff=ebapi	America/Puerto_Rico	2017-12-06T21:00:00Z	110	10003	TRUE
33299650150	Carolina	Carolina	PR	Craft Beer Thursdays! | Ikebana Carolina	https://www.eventbrite.com/e/craft-beer-thursdays-ikebana-carolina-tickets-33299650150?aff=ebapi	America/Puerto_Rico	2017-12-07T16:00:00Z	110	10001	TRUE
33299988161	Carolina	Carolina	PR	Martini Weekends! | Ikebana Carolina	https://www.eventbrite.com/e/martini-weekends-ikebana-carolina-tickets-33299988161?aff=ebapi	America/Puerto_Rico	2017-12-01T18:00:00Z	110	10004	TRUE
33300240917	Carolina	Carolina	PR	Mimosa Extravaganza! | Ikebana Carolina	https://www.eventbrite.com/e/mimosa-extravaganza-ikebana-carolina-tickets-33300240917?aff=ebapi	America/Puerto_Rico	2017-12-03T18:00:00Z	110	10002	TRUE
35728984354	Carolina	Carolina	PR	"Certificación y Licencia de Primeros Auxilios, CPR y Desfibrilador"	https://www.eventbrite.com/e/entradas-certificacion-y-licencia-de-primeros-auxilios-cpr-y-desfibrilador-35728984354?aff=ebapi	America/Puerto_Rico	2017-12-01T13:00:00Z	107		FALSE
39760344260	Carolina	Carolina	PR	Taller Sobre Quiropractica	https://www.eventbrite.com/e/taller-sobre-quiropractica-tickets-39760344260?aff=ebapi	America/Puerto_Rico	2017-12-02T13:00:00Z	107		FALSE
31079723289	Moreno Valley	Riverside	CA	Canyon Crest Country Club In-House Bridal Show	https://www.eventbrite.com/e/canyon-crest-country-club-in-house-bridal-show-tickets-31079723289?aff=ebapi	America/Los_Angeles	2018-01-27T18:30:00Z	110		TRUE
40257959641	Moreno Valley	Riverside	CA	One Hundred and Thirty-Eighth Annual Installation of Officers	https://www.eventbrite.com/e/one-hundred-and-thirty-eighth-annual-installation-of-officers-tickets-40257959641?aff=ebapi	America/Los_Angeles	2017-12-02T21:00:00Z	113		TRUE
40035958630	Moreno Valley	Riverside	CA	"Winter Wonderland with Elsa, Olaf and Santa"	https://www.eventbrite.com/e/winter-wonderland-with-elsa-olaf-and-santa-tickets-40035958630?aff=ebapi	America/Los_Angeles	2017-12-02T19:00:00Z	116		TRUE
39558643969	Moreno Valley	Riverside	CA	Christmas Eve 5pm Candlelight Service	https://www.eventbrite.com/e/christmas-eve-5pm-candlelight-service-tickets-39558643969?aff=ebapi	America/Los_Angeles	2017-12-25T01:00:00Z	113	13003	TRUE
40863560008	Moreno Valley	Riverside	CA	DJ LUKE NASTY LIVE Saturday Dec 30th (hit singles “OTW” & “MIGHT BE”)	https://www.eventbrite.com/e/dj-luke-nasty-live-saturday-dec-30th-hit-singles-otw-might-be-tickets-40863560008?aff=ebapi	America/Los_Angeles	2017-12-31T05:00:00Z	103	3014	FALSE
39237439237	Moreno Valley	Riverside	CA	MOZZY 1UP TOP AHK TOUR I.E. 	https://www.eventbrite.com/e/mozzy-1up-top-ahk-tour-ie-tickets-39237439237?aff=ebapi	America/Los_Angeles	2017-12-09T05:00:00Z	103	3008	FALSE
39559601834	Moreno Valley	Riverside	CA	Christmas Eve 7pm Candlelight Service	https://www.eventbrite.com/e/christmas-eve-7pm-candlelight-service-tickets-39559601834?aff=ebapi	America/Los_Angeles	2017-12-25T03:00:00Z	113	13003	TRUE
39102358206	Moreno Valley	Riverside	CA	The dangers of the Citrus Psylid in Redlands - Canyon Environmental Educ Prog	https://www.eventbrite.com/e/the-dangers-of-the-citrus-psylid-in-redlands-canyon-environmental-educ-prog-tickets-39102358206?aff=ebapi	America/Los_Angeles	2017-12-02T18:00:00Z	109		FALSE
39942497084	Moreno Valley	Riverside	CA	 PRACTICE PHYSICAL ABILITY TEST	https://www.eventbrite.com/e/practice-physical-ability-test-tickets-39942497084?aff=ebapi	America/Los_Angeles	2017-12-10T04:00:00Z	108	8020	TRUE
39814560422	Moreno Valley	Riverside	CA	"Moreno Valley Wind Symphony presents ""Do You Hear What We Hear?"""	https://www.eventbrite.com/e/moreno-valley-wind-symphony-presents-do-you-hear-what-we-hear-tickets-39814560422?aff=ebapi	America/Los_Angeles	2017-12-08T03:00:00Z	103		TRUE
38785951826	Moreno Valley	Riverside	CA	Origami Workshop	https://www.eventbrite.com/e/origami-workshop-tickets-38785951826?aff=ebapi	America/Los_Angeles	2017-12-06T03:00:00Z	105	5007	TRUE
39735282299	Moreno Valley	Riverside	CA	Software Carpentry Workshop	https://www.eventbrite.com/e/software-carpentry-workshop-tickets-39735282299?aff=ebapi	America/Los_Angeles	2017-12-14T17:00:00Z	102	2999	TRUE
33959322247	Moreno Valley	Riverside	CA	2017 Ugly Sweater 5K and 10K - Riverside	https://www.eventbrite.com/e/2017-ugly-sweater-5k-and-10k-riverside-registration-33959322247?aff=ebapi	America/Los_Angeles	2017-12-02T21:00:00Z	108	8001	FALSE
39635325325	Moreno Valley	Riverside	CA	Wellness Workshop	https://www.eventbrite.com/e/wellness-workshop-tickets-39635325325?aff=ebapi	America/Los_Angeles	2018-01-06T19:00:00Z	107		FALSE
38686671877	Moreno Valley	Riverside	CA	"Oh, Your life's destiny. 10 or 15 minute personalized reading [Moreno Valley]"	https://www.eventbrite.ca/e/oh-your-lifes-destiny-10-or-15-minute-personalized-reading-moreno-valley-tickets-38686671877?aff=ebapi	America/Los_Angeles	2017-12-04T03:00:00Z	107		TRUE
38785187540	Moreno Valley	Riverside	CA	Arduino and More!	https://www.eventbrite.com/e/arduino-and-more-tickets-38785187540?aff=ebapi	America/Los_Angeles	2017-12-01T03:00:00Z	102	2999	TRUE
39675095278	Moreno Valley	Riverside	CA	Holiday Make Up Seminar + Holidays Hair Tips!	https://www.eventbrite.com/e/holiday-make-up-seminar-holidays-hair-tips-tickets-39675095278?aff=ebapi	America/Los_Angeles	2017-12-10T21:30:00Z	106	6004	FALSE
39871084487	Moreno Valley	Riverside	CA	 Only $3.00! CHASE THE SUN Running & Walking Challenge - Riverside	https://www.eventbrite.com/e/only-300-chase-the-sun-running-walking-challenge-riverside-registration-39871084487?aff=ebapi	America/Juneau	2017-12-01T22:00:00Z	108	8001	FALSE
40042629583	Moreno Valley	Riverside	CA	Woodcrest Community Blood Drive	https://www.eventbrite.com/e/woodcrest-community-blood-drive-tickets-40042629583?aff=ebapi	America/Los_Angeles	2017-11-30T21:00:00Z	111	11003	TRUE
40860028445	Moreno Valley	Riverside	CA	MOZZY 1UP TOP AHK TOUR I.E	https://www.eventbrite.com/e/mozzy-1up-top-ahk-tour-ie-tickets-40860028445?aff=ebapi	America/Los_Angeles	2017-12-09T05:00:00Z	103	3008	FALSE
40882269970	Moreno Valley	Riverside	CA	Perceptual Intelligence Book Reading and Signing	https://www.eventbrite.com/e/perceptual-intelligence-book-reading-and-signing-tickets-40882269970?aff=ebapi	America/Los_Angeles	2017-12-03T23:00:00Z	107	7001	TRUE
37400240125	Visalia	Tulare	CA	Christmas Tree Auction: Masquerade Ball	https://www.eventbrite.com/e/christmas-tree-auction-masquerade-ball-tickets-37400240125?aff=ebapi	America/Los_Angeles	2017-12-09T03:00:00Z	111		FALSE
38374587424	Visalia	Tulare	CA	Hope’Sol	https://www.eventbrite.com/e/hopesol-tickets-38374587424?aff=ebapi	America/Los_Angeles	2017-12-09T04:30:00Z	103	3999	FALSE
40098320155	Visalia	Tulare	CA	California Arts Council Grants Workshop: Visalia	https://www.eventbrite.com/e/california-arts-council-grants-workshop-visalia-tickets-40098320155?aff=ebapi	America/Los_Angeles	2017-12-14T02:00:00Z	105		TRUE
40046230353	Visalia	Tulare	CA	Ladies Flight Out	https://www.eventbrite.com/e/ladies-flight-out-tickets-40046230353?aff=ebapi	America/Los_Angeles	2017-12-08T01:30:00Z	110	10999	FALSE
40102353218	Visalia	Tulare	CA	Christmas Succulent Workshop - PRIVATE	https://www.eventbrite.com/e/christmas-succulent-workshop-private-tickets-40102353218?aff=ebapi	America/Los_Angeles	2017-12-15T01:30:00Z	116	16006	FALSE
39716926396	Visalia	Tulare	CA	IMAGE SKINCARE HOLIDAY OPEN HOUSE PARTY AT RENAISSANCE SALON	https://www.eventbrite.com/e/image-skincare-holiday-open-house-party-at-renaissance-salon-tickets-39716926396?aff=ebapi	America/Los_Angeles	2017-12-01T01:00:00Z	106		TRUE
39771466527	Visalia	Tulare	CA	ALO - Aloha Central Valley	https://www.eventbrite.com/e/alo-aloha-central-valley-tickets-39771466527?aff=ebapi	America/Los_Angeles	2018-01-27T16:00:00Z	108	8024	FALSE
39852098700	Visalia	Tulare	CA	Family Ugly Sweater Christmas Carol Jam	https://www.eventbrite.com/e/family-ugly-sweater-christmas-carol-jam-tickets-39852098700?aff=ebapi	America/Los_Angeles	2017-12-17T02:00:00Z	116	16006	TRUE
